,tags
13926,"{'addr:housenumber': '14200', 'alt_name': 'Monkey Nine Brewing', 'website': 'https://www.monkey9.ca/', 'shop': 'alcohol', 'phone': '+1-604-370-7363', 'opening_hours': 'Mo-Th 11:30-23:00; Fr-Sa 11:30-00:00; Su 11:30-22:00', 'addr:street': 'Entertainment Boulevard', 'addr:unit': '180', 'email': 'monkey9brewpub@gmail.com', 'addr:city': 'Richmond'}"
13927,{}
13929,"{'website': 'http://steamworks.com/brewery', 'shop': 'alcohol', 'internet_access': 'wlan', 'phone': '+1-604-620-7250', 'opening_hours': 'Su-We 12:00-22:00; Th-Sa 12:00-23:00', 'outdoor_seating': 'no'}"
13930,"{'addr:housenumber': 'Unit 5, 701', 'phone': '+1-604-677-4247', 'cuisine': 'mexican', 'addr:street': 'Kingsway', 'addr:postcode': 'V5T 3K6', 'addr:city': 'Vancouver'}"
13933,"{'cuisine': 'South_American', 'smoking': 'no', 'capacity': '30'}"
13934,"{'opening_hours': 'Mo-Th 09:30-17:00; Fr 09:30-18:00; Sa 09:30-15:30; Su off', 'website': 'https://www.prospera.ca/AboutUs/Locations/Abbotsford/WestOaksBr', 'phone': '+1-888-440-4480', 'addr:unit': '40', 'url': 'https://www.prospera.ca/m'}"
13935,"{'brand:wikidata': 'Q3472954', 'cuisine': 'chicken;portuguese', 'brand': ""Nando's"", 'brand:wikipedia': ""en:Nando's"", 'addr:unit': '64'}"
13936,"{'website': 'https://www.yd.com/locations/bc/abbotsford', 'addr:unit': '48', 'url': 'https://www.yd.com'}"
13937,"{'shop': 'water', 'fee': 'yes', 'opening_hours': '24/7', 'description': 'pure water station', 'bottle': 'yes', 'addr:unit': '58'}"
13938,"{'phone': '+1-778-771-4546', 'addr:unit': '25A', 'healthcare': 'dentist'}"
13940,{'healthcare': 'dentist'}
13941,{'internet_access': 'yes'}
13942,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '205B', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Brentwood Mall', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Burnaby'}"
13946,"{'brand:wikidata': 'Q1820137', 'dispensing': 'yes', 'brand': 'Shoppers Drug Mart', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'healthcare': 'pharmacy'}"
13947,"{'cuisine': 'Chinese;Northern Chinese', 'addr:housenumber': '1537', 'addr:street': 'West Broadway', 'phone': '+1-604-733-9696'}"
13948,"{'addr:housenumber': '15966', 'int_name': 'Rexall Canada', 'website': 'http://www.rexall.ca/', 'dispensing': 'yes', 'addr:street': '108 Avenue', 'healthcare': 'pharmacy', 'addr:city': 'Surrey'}"
13949,"{'brand:wikidata': 'Q37158', 'addr:housenumber': '15976', 'int_name': 'Starbucks Coffee Co', 'wifi': 'free', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': '108 Avenue', 'takeaway': 'yes', 'brand': 'Starbucks'}"
13950,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}"
13951,"{'addr:housenumber': '15966', 'website': 'https://www.denninghealth.ca/', 'phone': '+1-604-582-8820', 'opening_hours': 'Mo,We 07:30-19:00; Tu,Th 07:30-21:00; Fr 07:30-15:00; Sa 09:00-15:00; Su 09:00-16:00', 'emergency': 'no', 'addr:street': '108 Avenue', 'addr:unit': '106', 'operator': 'Denning Health Group'}"
13952,"{'brand:wikidata': 'Q7669891', 'brand': 'TD Bank', 'brand:wikipedia': 'en:TD Bank, N.A.'}"
13954,"{'opening_hours': 'Mo-Su 11:00-02:00', 'cuisine': 'indian', 'phone': '+1-604-602-1558'}"
13955,"{'description': 'School Lunch Program', 'level': '0', 'addr:unit': '13'}"
13956,"{'ref': '0238', 'capacity': '26', 'network': 'Mobi'}"
13958,"{'brand:wikidata': 'Q5138088', 'official_name': 'Coast Capital Savings Federal Credit Union', 'brand:wikipedia': 'en:Coast Capital Savings', 'drive_through': 'no', 'atm': 'yes', 'brand': 'Coast Capital Savings', 'addr:city': 'Vancouver'}"
13961,{}
13962,{}
13963,"{'addr:housenumber': '689', 'opening_hours': 'Mo-Fr 06:30-18:00; Sa,Su 07:00-17:00', 'cuisine': 'coffee_shop', 'outdoor_seating': 'yes', 'addr:street': 'Thurlow Street', 'addr:city': 'Vancouver'}"
13964,{}
13966,"{'addr:housenumber': '2128', 'phone': '+1-604-251-3322', 'cuisine': 'chinese', 'addr:street': 'East Hastings Street', 'addr:postcode': 'V5L 1V1', 'addr:city': 'Vancouver'}"
13967,{'cuisine': 'mexican'}
13969,"{'cuisine': 'chinese', 'addr:housenumber': '10302', 'addr:street': 'City Pkwy'}"
13970,"{'addr:housenumber': '1351', 'website': 'http://www.chinesemedicalherbs.ca', 'phone': '+1-604-899-8998', 'addr:street': 'Richards Street', 'healthcare': 'pharmacy', 'addr:city': 'Vancouver'}"
13971,"{'addr:housenumber': '1367', 'addr:street': 'Richards Street', 'addr:city': 'Vancouver'}"
13979,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '20202', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'addr:street': '66 Avenue', 'takeaway': 'yes', 'brand': 'Subway', 'addr:unit': '6', 'addr:city': 'Langley'}"
13980,"{'addr:housenumber': '20475', 'addr:street': '62 Avenue', 'addr:city': 'Langley Township'}"
13981,"{'brand:wikidata': 'Q2996960', 'addr:housenumber': '20670', 'brand:wikipedia': 'en:Cora (restaurant)', 'cuisine': 'breakfast', 'addr:street': 'Langley Bypass', 'brand': 'Cora', 'addr:unit': 'C104', 'addr:city': 'Langley'}"
13982,"{'addr:housenumber': '6019', 'addr:street': '196 Street', 'addr:city': 'Surrey'}"
13983,"{'brand:wikidata': 'Q1185675', 'addr:housenumber': '19700', 'brand:wikipedia': 'en:IHOP', 'cuisine': 'breakfast;pancake', 'addr:street': 'Langley Bypass', 'brand': 'IHOP', 'addr:city': 'Langley'}"
13984,"{'addr:housenumber': '19415', 'addr:street': 'Langley Bypass', 'addr:city': 'Surrey'}"
13985,"{'addr:housenumber': '19415', 'outdoor_seating': 'no', 'addr:street': '56 Avenue', 'addr:unit': '101', 'addr:city': 'Surrey'}"
13986,"{'addr:housenumber': '19665', 'addr:street': 'Willowbrook Drive', 'addr:unit': '114', 'addr:city': 'Langley'}"
13987,"{'brand:wikidata': 'Q1189695', 'addr:housenumber': '19777', 'brand:wikipedia': ""en:Denny's"", 'cuisine': 'american', 'addr:street': 'Willowbrook Drive', 'brand': ""Denny's"", 'addr:city': 'Langley'}"
13988,"{'addr:housenumber': '19640', 'addr:street': '64 Avenue', 'addr:unit': '101', 'addr:city': 'Langley'}"
13989,"{'addr:housenumber': '19957', 'addr:street': 'Willowbrook Drive', 'addr:city': 'Langley'}"
13990,"{'brand:wikidata': 'Q451476', 'addr:housenumber': '6189', 'brand:wikipedia': 'en:Scotiabank', 'addr:street': '200 Street', 'brand': 'Scotiabank', 'addr:city': 'Langley'}"
13991,"{'addr:housenumber': '8590', 'addr:street': '200 Street', 'addr:unit': '9', 'addr:city': 'Langley'}"
13992,"{'brand:wikidata': 'Q7914085', 'official_name': 'Vancouver City Savings Credit Union', 'addr:housenumber': '20159', 'brand:wikipedia': 'en:Vancity', 'addr:street': '88 Avenue', 'brand': 'Vancity', 'addr:city': 'Langley'}"
13993,"{'brand:wikidata': 'Q524757', 'addr:housenumber': '20185', 'alt_name': 'Kentucky Fried Chicken', 'brand:wikipedia': 'en:KFC', 'cuisine': 'chicken', 'addr:street': '88 Avenue', 'takeaway': 'yes', 'brand': 'KFC', 'addr:city': 'Langley'}"
13994,"{'brand:wikidata': 'Q1141226', 'addr:housenumber': '20177', 'brand:wikipedia': 'en:Dairy Queen', 'cuisine': 'ice_cream;burger', 'addr:street': '88 Avenue', 'takeaway': 'yes', 'brand': 'Dairy Queen', 'addr:unit': '2', 'addr:city': 'Langley'}"
13995,"{'addr:housenumber': '20177', 'addr:street': '88 Avenue', 'addr:unit': '1', 'addr:city': 'Langley'}"
13996,"{'addr:housenumber': '20330', 'addr:street': '88 Avenue', 'addr:city': 'Langley'}"
13997,"{'addr:housenumber': '20330', 'addr:street': '88 Avenue', 'addr:unit': '220', 'addr:city': 'Langley'}"
13998,"{'addr:housenumber': '20330', 'addr:street': '88 Avenue', 'addr:unit': '110', 'addr:city': 'Langley'}"
13999,"{'addr:housenumber': '20349', 'addr:street': '88 Avenue', 'addr:city': 'Langley'}"
14000,"{'addr:housenumber': '20349', 'addr:street': '88 Avenue', 'addr:city': 'Langley'}"
14001,"{'addr:housenumber': '20349', 'addr:street': '88 Avenue', 'addr:unit': '22', 'addr:city': 'Langley'}"
14004,"{'website': 'https://www.templemusicacademy.com', 'entrance': 'staircase', 'level': '1'}"
14006,"{'addr:housenumber': '979', 'website': 'http://www.onesaigon.com', 'internet_access': 'wlan', 'phone': '+1-604-669-6764', 'opening_hours': 'Mo-Fr 11:00-21:00; Sa-Su 11:00-20:00', 'cuisine': 'vietnamese', 'addr:street': 'Hornby Street', 'addr:postcode': 'V6Z 1V3', 'takeaway': 'yes', 'addr:city': 'Vancouver'}"
14007,"{'brand:wikidata': 'Q735261', 'official_name': 'Royal Bank of Canada', 'brand:wikipedia': 'en:Royal Bank of Canada', 'opening_hours': 'Mo-Th 08:00-19:00; Fr 08:00-18:00; Sa 09:00-16:00', 'atm': 'yes', 'brand': 'RBC'}"
14008,{}
14009,"{'parking': 'underground', 'maxstay': '2 hours', 'access': 'private'}"
14010,"{'parking': 'underground', 'maxstay': '2 hours'}"
14011,{}
14012,"{'addr:housenumber': '26391', 'website': 'http://tomo-sushi.com', 'phone': '+1-604-856-8998', 'opening_hours': 'Mo-Th,Sa-Su 11:30-21:30; Fr 11:30-22:00', 'cuisine': 'sushi', 'addr:street': 'Fraser Highway', 'addr:postcode': 'V4W 2Z7', 'addr:city': 'Aldergrove'}"
14014,"{'brand:wikidata': 'Q319642', 'addr:housenumber': '26390', 'addr:street': 'Fraser Highway', 'brand': 'Chevron', 'brand:wikipedia': 'en:Chevron Corporation'}"
14016,"{'brand:wikidata': 'Q1080670', 'brand': 'TD Canada Trust', 'brand:wikipedia': 'en:TD Canada Trust'}"
14017,"{'brand:wikidata': 'Q4943796', 'cuisine': 'juice', 'takeaway': 'yes', 'brand': 'Booster Juice', 'brand:wikipedia': 'en:Booster Juice'}"
14019,"{'addr:housenumber': '2301', 'addr:street': 'Main Street'}"
14026,{'website': 'http://www.hastingsracecourse.com/slot-floor/'}
14027,"{'ref': '0148', 'capacity': '18', 'network': 'Mobi'}"
14031,"{'brand:wikidata': 'Q175106', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'outdoor_seating': 'no', 'takeaway': 'only', 'brand': 'Tim Hortons'}"
14032,"{'cuisine': 'burger', 'level': '-1', 'drive_through': 'no'}"
14033,{'cuisine': 'asian'}
14034,"{'cuisine': 'indian', 'outdoor_seating': 'no'}"
14035,{'cuisine': 'breakfast;filipino'}
14038,"{'brand:wikidata': 'Q175106', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'brand:wikipedia': 'en:Tim Hortons'}"
14050,{'drive_through': 'yes'}
14051,{'website': 'https://vccollege.ca/'}
14052,"{'outdoor_seating': 'yes', 'internet_access': 'wlan', 'takeaway': 'yes', 'operator': 'UBC Food Services', 'internet_access:fee': 'no'}"
14054,{}
14057,{}
14060,"{'opening_hours': 'Mo-Su 09:30-16:30', 'website': 'https://www.lib.sfu.ca/about/branches-depts/fraser', 'access': 'yes', 'internet_access': 'yes', 'operator': 'Simon Fraser University'}"
14065,"{'cuisine': 'vietnamese', 'addr:housenumber': '1392', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}"
14066,"{'addr:housenumber': '3080', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
14067,"{'addr:housenumber': '2949', 'addr:street': 'Main Street', 'addr:unit': '1', 'addr:city': 'Vancouver'}"
14068,"{'addr:housenumber': '1266', 'addr:street': 'West Broadway', 'addr:city': 'Vancouver'}"
14069,"{'addr:housenumber': '1190', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}"
14070,"{'addr:housenumber': '1115', 'addr:street': 'Alberni Street', 'addr:city': 'Vancouver'}"
14071,"{'brand:wikidata': 'Q5503051', 'addr:housenumber': '1185', 'brand:wikipedia': 'en:Freshii', 'cuisine': 'salad', 'addr:street': 'West Georgia Street', 'brand': 'Freshii', 'addr:city': 'Vancouver'}"
14074,"{'opening_hours': 'Mo-Fr 07:00-16:00; Sa,Su 07:00-17:00', 'wheelchair': 'yes', 'addr:housenumber': '1031', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}"
14075,"{'wheelchair': 'yes', 'addr:housenumber': '1030', 'website': 'http://www.verasburgershack.com/store-locations/', 'phone': '+1-604-893-8372;+1-604-893-9370', 'opening_hours': 'Mo,We,Th 11:00-24:00, Tu,Fr,Sa 11:00-02:00, Su 11:00-22:00', 'addr:street': 'Davie Street', 'addr:postcode': 'V6E 1N2', 'addr:city': 'Vancouver'}"
14076,"{'opening_hours': 'Mo-Fr 08:30-19:00; Sa 09:00-19:00', 'addr:housenumber': '1225', 'addr:street': 'Burrard Street', 'phone': '+1-778-862-1394', 'addr:city': 'Vancouver'}"
14077,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'wheelchair': 'limited', 'addr:housenumber': '1097', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Su 05:30-00:00', 'cuisine': 'coffee_shop', 'addr:street': 'Davie Street', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Vancouver'}"
14078,"{'addr:housenumber': '4902', 'website': 'https://www.facebook.com/SUSHI-TAKU-1251574294866790', 'phone': '+1-604-454-1023', 'opening_hours': '11:30-21:00', 'cuisine': 'Sushi_and_other_Japanese_cuisine_including_bento_boxes_with_teriyaki_and_tempura.', 'addr:street': 'Joyce Street', 'addr:postcode': 'V5R 4G6', 'takeaway': 'yes', 'addr:city': 'Vancouver'}"
14079,"{'brand:wikidata': 'Q7914085', 'official_name': 'Vancouver City Savings Credit Union', 'addr:housenumber': '3305', 'website': 'https://www.vancity.com/ContactUs/FindBranchATM/?show=branchDetail&branch_id=13', 'brand:wikipedia': 'en:Vancity', 'opening_hours': 'Mo-Th 09:30-17:00; Fr 09:30-18:00; Sa 09:30-15:00', 'addr:street': 'Kingsway', 'atm': 'yes', 'addr:postcode': 'V5R 5K6', 'brand': 'Vancity', 'addr:city': 'Vancouver'}"
14080,"{'brand:wikidata': 'Q3258955', 'wheelchair': 'yes', 'shop': 'chemist', 'brand:wikipedia': 'en:London Drugs', 'addr:postcode': 'V5R 5L1', 'healthcare': 'pharmacy', 'addr:city': 'Vancouver', 'addr:housenumber': '3328', 'phone': '+1-604-448-4828', 'opening_hours': 'Mo-Sa 09:00-22:00; Su 10:00-20:00; PH 09:00-21:00', 'addr:street': 'Kingsway', 'brand': 'London Drugs'}"
14081,"{'addr:housenumber': '3684', 'website': 'http://www.knightandday.com/', 'phone': '+1-604-299-7701', 'addr:street': 'Lougheed Highway', 'addr:postcode': 'V5M 2A8', 'addr:city': 'Vancouver'}"
14082,{}
14084,"{'brand:wikidata': 'Q2818848', 'addr:housenumber': '4949', 'brand:wikipedia': 'en:A&W (Canada)', 'cuisine': 'burger', 'addr:street': 'Canoe Pass Way', 'takeaway': 'yes', 'brand': 'A&W', 'addr:unit': '402'}"
14085,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '4949', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'addr:street': 'Canoe Pass Way', 'takeaway': 'yes', 'brand': 'Subway', 'addr:unit': '1612'}"
14086,"{'brand:wikidata': 'Q3472954', 'addr:housenumber': '4949', 'brand:wikipedia': ""en:Nando's"", 'cuisine': 'chicken;portuguese', 'addr:street': 'Canoe Pass Way', 'brand': ""Nando's"", 'addr:unit': '902'}"
14087,"{'brand:wikidata': 'Q550258', 'addr:housenumber': '4949', 'brand:wikipedia': ""en:Wendy's"", 'drive_through': 'yes', 'cuisine': 'burger', 'addr:street': 'Canoe Pass Way', 'takeaway': 'yes', 'brand': ""Wendy's"", 'addr:unit': '1704'}"
14088,"{'brand:wikidata': 'Q6816528', 'addr:housenumber': '4949', 'brand:wikipedia': ""en:Menchie's Frozen Yogurt"", 'cuisine': 'frozen_yogurt', 'addr:street': 'Canoe Pass Way', 'brand': ""Menchie's"", 'addr:unit': '1504'}"
14089,"{'addr:housenumber': '4949', 'addr:street': 'Canoe Pass Way', 'addr:unit': '1602'}"
14090,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '4949', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Canoe Pass Way', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:unit': '1302'}"
14091,"{'brand:wikidata': 'Q154950', 'addr:housenumber': '4890', 'brand:wikipedia': 'en:Royal Dutch Shell', 'addr:street': 'Canoe Pass Way', 'brand': 'Shell', 'addr:unit': '600'}"
14092,"{'brand:wikidata': 'Q630866', 'addr:housenumber': '4890', 'brand:wikipedia': ""en:Arby's"", 'cuisine': 'sandwich', 'addr:street': 'Canoe Pass Way', 'takeaway': 'yes', 'brand': ""Arby's"", 'addr:unit': '402'}"
14093,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '4949', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'addr:street': 'Canoe Pass Way', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'addr:unit': '2202'}"
14094,"{'brand:wikidata': 'Q894578', 'addr:province': 'British Columbia', 'addr:housenumber': '5000', 'brand:wikipedia': 'en:Boston Pizza', 'cuisine': 'pizza', 'addr:street': 'Canoe Pass Way', 'addr:postcode': 'V4E 0B3', 'brand': 'Boston Pizza', 'addr:city': 'Delta'}"
14095,"{'addr:province': 'British Columbia', 'addr:housenumber': '5000', 'addr:street': 'Canoe Pass Way', 'addr:postcode': 'V4E 0B3', 'addr:city': 'Delta'}"
14096,"{'brand:wikidata': 'Q17022490', 'addr:province': 'British Columbia', 'official_name': ""Montana's BBQ & Bar"", 'addr:housenumber': '5000', 'brand:wikipedia': ""en:Montana's BBQ & Bar"", 'cuisine': 'barbecue', 'addr:street': 'Canoe Pass Way', 'addr:postcode': 'V4E 0B3', 'brand': ""Montana's"", 'addr:city': 'Delta'}"
14097,"{'brand:wikidata': 'Q1330910', 'official_name': 'Popeyes Louisiana Kitchen', 'addr:housenumber': '2170', 'brand:wikipedia': 'en:Popeyes', 'cuisine': 'chicken', 'addr:street': 'Hawkins Street', 'takeaway': 'yes', 'brand': 'Popeyes', 'addr:unit': '110', 'addr:city': 'Port Coquitlam'}"
14098,"{'brand:wikidata': 'Q177054', 'addr:housenumber': '879', 'brand:wikipedia': 'en:Burger King', 'cuisine': 'burger', 'addr:street': 'Village Drive', 'takeaway': 'yes', 'brand': 'Burger King', 'addr:city': 'Port Coquitlam'}"
14099,"{'brand:wikidata': 'Q666694', 'addr:housenumber': '890', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce', 'addr:street': 'Village Drive', 'brand': 'CIBC', 'addr:city': 'Port Coquitlam'}"
14100,"{'brand:wikidata': 'Q2818848', 'addr:housenumber': '859', 'brand:wikipedia': 'en:A&W (Canada)', 'cuisine': 'burger', 'addr:street': 'Village Drive', 'takeaway': 'yes', 'brand': 'A&W', 'addr:city': 'Port Coquitlam'}"
14101,"{'addr:province': 'BC', 'addr:housenumber': '873', 'addr:country': 'CA', 'addr:street': 'Village Drive', 'addr:postcode': 'V3B 0G9', 'addr:city': 'Port Coquitlam'}"
14102,"{'addr:housenumber': '1125', 'addr:street': 'Nicola Avenue', 'addr:unit': '110', 'addr:city': 'Port Coquitlam'}"
14103,"{'brand:wikidata': 'Q7914085', 'official_name': 'Vancouver City Savings Credit Union', 'addr:housenumber': '2325', 'brand:wikipedia': 'en:Vancity', 'addr:street': 'Ottawa Street', 'brand': 'Vancity', 'addr:unit': '130', 'addr:city': 'Port Coquitlam'}"
14104,"{'brand:wikidata': 'Q894578', 'addr:housenumber': '2325', 'brand:wikipedia': 'en:Boston Pizza', 'cuisine': 'pizza', 'addr:street': 'Ottawa Street', 'brand': 'Boston Pizza', 'addr:unit': '300', 'addr:city': 'Port Coquitlam'}"
14105,"{'cuisine': 'greek', 'addr:housenumber': '1250', 'addr:street': 'Dominion Avenue', 'addr:city': 'Port Coquitlam'}"
14106,"{'cuisine': 'sushi', 'addr:housenumber': '1250', 'addr:street': 'Dominion Avenue', 'addr:unit': '102', 'addr:city': 'Port Coquitlam'}"
14107,"{'addr:housenumber': '1545', 'addr:street': 'Lougheed Highway', 'addr:city': 'Port Coquitlam'}"
14108,"{'addr:housenumber': '10551', 'addr:street': 'Saint Edwards Drive', 'addr:city': 'Richmond'}"
14109,"{'addr:housenumber': '8171', 'addr:street': 'Ackroyd Road', 'addr:unit': '140', 'addr:city': 'Richmond'}"
14110,"{'addr:housenumber': '5911', 'addr:street': 'No. 3 Road', 'addr:unit': '120', 'addr:city': 'Richmond'}"
14111,"{'addr:housenumber': '5911', 'addr:street': 'No. 3 Road', 'addr:unit': '130', 'addr:city': 'Richmond'}"
14112,"{'addr:housenumber': '5911', 'addr:street': 'No. 3 Road', 'addr:unit': '150', 'addr:city': 'Richmond'}"
14113,"{'cuisine': 'chinese', 'addr:housenumber': '5555', 'addr:street': 'Gilbert Road', 'addr:unit': '150', 'addr:city': 'Richmond'}"
14114,"{'cuisine': 'vietnamese', 'addr:housenumber': '7688', 'addr:street': 'Alderbridge Way', 'addr:unit': '120', 'addr:city': 'Richmond'}"
14115,"{'addr:housenumber': '7080', 'addr:street': 'River Road', 'addr:unit': '202', 'addr:city': 'Richmond'}"
14116,"{'addr:housenumber': '10330', 'addr:street': '152 Street', 'addr:city': 'Surrey'}"
14117,"{'addr:housenumber': '10330', 'addr:street': '152 Street', 'addr:unit': '102', 'addr:city': 'Surrey'}"
14118,"{'cuisine': 'sushi', 'addr:housenumber': '10330', 'addr:street': '152 Street', 'addr:unit': '40', 'addr:city': 'Surrey'}"
14119,"{'cuisine': 'sushi', 'addr:housenumber': '10320', 'addr:street': '152A Street', 'addr:city': 'Surrey'}"
14120,"{'addr:housenumber': '10312', 'addr:street': '152A Street', 'addr:city': 'Surrey'}"
14122,"{'opening_hours': 'Mo-Su 11:00-23:00', 'addr:housenumber': '4148', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
14123,"{'cuisine': 'japanese', 'addr:housenumber': '4075', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
14124,"{'opening_hours': 'Mo-Fr 07:00-19:00; Sa 08:00-19:00; Su 08:00-18:00', 'addr:housenumber': '3702', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
14125,"{'cuisine': 'sushi', 'addr:housenumber': '3710', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
14126,"{'addr:housenumber': '4385', 'website': 'https://www.kingsizebubbletea.com/', 'phone': '+1-778-379-7060', 'opening_hours': '13:00-22:00', 'cuisine': 'bubble_tea', 'addr:street': 'Main Street', 'addr:postcode': 'V5V 3R1', 'takeaway': 'yes', 'addr:city': 'Vancouver'}"
14127,"{'cuisine': 'pizza', 'addr:housenumber': '4363', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
14128,"{'brand:wikidata': 'Q5503082', 'addr:housenumber': '4331', 'brand:wikipedia': 'en:Freshslice Pizza', 'opening_hours': 'Mo-Th 11:00-22:00; Fr,Sa 11:00-23:00; Su 11:00-22:00', 'cuisine': 'pizza', 'addr:street': 'Main Street', 'takeaway': 'yes', 'brand': 'Freshslice Pizza', 'addr:city': 'Vancouver'}"
14129,"{'cuisine': 'pizza', 'addr:housenumber': '4186', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
14130,"{'addr:housenumber': '4172', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
14131,"{'addr:housenumber': '4362', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
14132,"{'addr:housenumber': '4328', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
14133,"{'addr:housenumber': '4807', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
14134,"{'addr:housenumber': '2960', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
14135,"{'brand:wikidata': 'Q1141226', 'addr:housenumber': '2888', 'brand:wikipedia': 'en:Dairy Queen', 'cuisine': 'ice_cream;burger', 'addr:street': 'Main Street', 'takeaway': 'yes', 'brand': 'Dairy Queen', 'addr:city': 'Vancouver'}"
14136,"{'cuisine': 'noodle', 'addr:housenumber': '2858', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
14137,"{'addr:housenumber': '152', 'addr:street': 'East 11th Avenue', 'addr:city': 'Vancouver'}"
14138,"{'addr:housenumber': '2408', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
14139,"{'cuisine': 'noodle', 'addr:housenumber': '545', 'addr:street': 'West Broadway', 'addr:city': 'Vancouver'}"
14140,"{'cuisine': 'noodle', 'addr:housenumber': '558', 'addr:street': 'West Broadway', 'addr:city': 'Vancouver'}"
14141,"{'addr:housenumber': '1', 'addr:street': 'East Broadway', 'addr:city': 'Vancouver'}"
14142,"{'opening_hours': 'Tu-Sa 11:30-22:00; Su 11:30-16:00', 'addr:housenumber': '53', 'addr:street': 'West Broadway', 'addr:city': 'Vancouver'}"
14143,"{'addr:housenumber': '33', 'dispensing': 'yes', 'addr:street': 'West Broadway', 'healthcare': 'pharmacy', 'addr:city': 'Vancouver'}"
14144,"{'opening_hours': 'Su-We 11:30-22:00, Th-Sa 11:30-24:00', 'cuisine': 'mexican', 'addr:housenumber': '8', 'addr:street': 'East 5th Avenue', 'addr:city': 'Vancouver'}"
14145,"{'addr:housenumber': '333', 'addr:street': 'Brooksbank Avenue', 'addr:city': 'North Vancouver'}"
14146,"{'brand:wikidata': 'Q1820137', 'addr:housenumber': '333', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'drive_through': 'no', 'opening_hours': 'Mo-Su 08:00-22:00', 'dispensing': 'yes', 'addr:street': 'Brooksbank Avenue', 'brand': 'Shoppers Drug Mart', 'addr:unit': '730', 'healthcare': 'pharmacy', 'addr:city': 'North Vancouver'}"
14147,"{'cuisine': 'indian', 'addr:housenumber': '333', 'addr:street': 'Brooksbank Avenue', 'addr:unit': '770', 'addr:city': 'North Vancouver'}"
14148,"{'brand:wikidata': 'Q1080670', 'addr:housenumber': '333', 'brand:wikipedia': 'en:TD Canada Trust', 'addr:street': 'Brooksbank Avenue', 'brand': 'TD Canada Trust', 'addr:unit': '1020', 'addr:city': 'North Vancouver'}"
14149,"{'addr:housenumber': '333', 'addr:street': 'Brooksbank Avenue', 'addr:unit': '510', 'addr:city': 'North Vancouver'}"
14150,"{'addr:housenumber': '117', 'addr:street': 'West 1st Street', 'addr:city': 'North Vancouver'}"
14151,"{'cuisine': 'pizza', 'addr:housenumber': '119', 'addr:street': 'East 2nd Street', 'addr:city': 'North Vancouver'}"
14152,"{'addr:housenumber': '3', 'addr:street': 'Lonsdale Avenue', 'addr:city': 'North Vancouver'}"
14153,"{'cuisine': 'greek', 'addr:housenumber': '5', 'addr:street': 'Lonsdale Avenue', 'addr:city': 'North Vancouver'}"
14154,"{'addr:housenumber': '13', 'addr:street': 'Lonsdale Avenue', 'addr:city': 'North Vancouver'}"
